Order_Id,Total_Selling_Price,Total_Profitt
4867,5975.2,475.2
431,2783.9,473.9
3997,3773.0,473.0
2629,4322.5,472.5
2477,4312.0,472.0
5927,9272.0,472.0
8543,2851.8,471.8
8735,6321.0,471.0
5342,4320.0,470.0
4574,4527.6,467.6
1517,6346.0,466.0
3849,2704.8,464.8
4859,3974.4,464.4
2660,3344.0,464.0
6709,3344.0,464.0
1778,3163.5,463.5
6861,2880.9,460.9
3893,4300.8,460.8
3183,2440.2,460.2
5926,10560.0,460.0
8336,2619.0,459.0
3828,7008.0,458.0
1357,2987.6,457.6
4402,4607.5,457.5
5291,4607.5,457.5
3485,3456.0,456.0
3556,3456.0,456.0
8085,7056.0,456.0
1022,3695.7,455.7
6469,3055.5,455.5
7766,8455.0,455.0
8563,7105.0,455.0
9834,5985.0,455.0
168,15033.6,453.6
5518,2352.0,452.0
7251,2880.9,450.9
5754,3410.4,450.4
1775,4410.0,450.0
4862,4468.8,448.8
8678,2548.0,448.0
3045,4947.0,447.0
5729,3204.6,444.6
2942,10174.5,444.5
5186,10584.0,444.0
8140,2744.0,444.0
9314,2822.4,442.4
2979,3201.0,441.0
8641,3686.0,436.0
1190,6835.2,435.2
9232,5415.0,435.0
8619,2744.0,434.0
754,3492.0,432.0
7618,3230.0,430.0
5087,3158.4,428.4
8661,3528.0,428.0
2594,2587.2,427.2
4391,3666.6,426.6
4924,3666.6,426.6
7594,2616.6,426.6
3119,5376.0,426.0
3029,2425.0,425.0
1250,10054.8,424.8
2510,2764.8,424.8
7521,2744.0,424.0
7545,4322.5,422.5
5346,2861.6,421.6
4861,3401.0,421.0
815,9310.0,420.0
2292,3420.0,420.0
2573,9310.0,420.0
5220,3430.0,420.0
9422,3420.0,420.0
1631,2939.1,419.1
3512,3498.6,418.6
9408,9148.5,418.5
4938,6517.0,417.0
1714,5174.4,414.4
6707,3494.4,414.4
1978,3234.0,414.0
3468,2394.0,414.0
1368,3492.0,412.0
8158,2910.0,410.0
6290,3569.6,409.6
5605,3469.2,409.2
9198,7007.0,407.0
6942,2726.4,406.4
9942,2926.0,406.0
5745,5376.0,406.0
3513,7245.9,405.9
7804,2764.8,404.8
8041,3283.2,403.2
8137,3763.2,403.2
9693,4911.5,401.5
4344,3880.8,400.8
1020,2850.0,400.0
8181,9600.0,400.0
9361,2919.7,399.7
9932,2638.4,398.4
1576,3648.0,398.0
1897,3436.8,396.8
3633,5836.8,396.8
342,4896.0,396.0
5796,12096.0,396.0
7642,4116.0,396.0
8556,3055.5,395.5
9659,2273.6,393.6
3846,3571.2,391.2
2417,2940.0,390.0
6203,2688.0,388.0
6845,4028.0,388.0
9393,4547.2,387.2
3070,2587.2,387.2
9394,3087.0,387.0
1628,2964.0,384.0
4813,4704.0,384.0
2251,3142.8,382.8
2756,7032.5,382.5
8049,4721.5,381.5
8950,5301.0,381.0
7897,3420.0,380.0
5978,5280.0,380.0
7691,2479.5,379.5
2049,1989.4,379.4
527,1999.2,379.2
8570,2717.0,377.0
7306,2536.5,376.5
2681,2976.0,376.0
7387,2175.6,375.6
8637,4025.5,375.5
5867,5424.0,374.0
3589,3273.2,373.2
9332,2502.6,372.6
3090,4502.4,372.4
1083,6451.2,371.2
1980,3571.2,371.2
2052,2611.2,371.2
5374,2401.0,371.0
5044,4060.8,370.8
8784,3220.5,370.5
5234,3550.2,370.2
1395,3120.0,370.0
3663,2470.0,370.0
3873,2469.6,369.6
6921,2469.6,369.6
7479,2888.0,368.0
3603,3168.0,368.0
4069,8467.2,367.2
8146,2707.2,367.2
2202,6036.8,366.8
1920,4365.0,365.0
4418,3724.8,364.8
5979,2064.0,364.0
4587,3363.0,363.0
2809,3360.0,360.0
5613,12960.0,360.0
7203,3610.0,360.0
8485,1960.0,360.0
8639,1960.0,360.0
7827,1999.2,359.2
3125,2038.4,358.4
239,2058.0,358.0
1119,3007.0,357.0
1806,17157.0,357.0
6160,2956.8,356.8
6711,2116.8,356.8
8603,3225.6,355.6
4177,3055.5,355.5
5395,5994.6,354.6
4442,4704.5,354.5
4310,2234.4,354.4
1447,3224.2,354.2
9448,2304.0,354.0
1137,2273.6,353.6
3116,3052.8,352.8
8105,4492.8,352.8
370,3952.0,352.0
2874,6350.4,350.4
3553,6350.4,350.4
7978,1940.4,350.4
6955,2400.0,350.0
8533,3430.0,350.0
3444,16800.0,350.0
1127,3049.5,349.5
146,4549.3,349.3
3975,3148.8,348.8
9095,2328.0,348.0
6291,2587.2,347.2
7555,2376.5,346.5
3400,3704.4,344.4
5019,2263.8,343.8
413,16723.2,343.2
5992,2512.3,342.3
336,1881.6,341.6
5975,1891.5,341.5
5222,4820.9,340.9
3525,3880.8,340.8
4365,2660.0,340.0
1753,4838.4,338.4
6041,2528.4,338.4
7456,2038.4,338.4
7461,2457.6,337.6
9817,2017.6,337.6
6505,3637.5,337.5
1098,2137.5,337.5
4019,2137.5,337.5
7770,1996.8,336.8
7531,2706.3,336.3
6765,3876.0,336.0
1690,4896.0,336.0
1745,2926.0,336.0
4089,5644.8,334.8
5733,5644.8,334.8
543,5733.0,333.0
7144,3783.0,333.0
4590,2992.5,332.5
126,3571.2,331.2
4688,3841.2,331.2
5775,4390.4,330.4
6566,3410.4,330.4
8649,3430.0,330.0
3318,1587.6,327.6
1700,3026.4,326.4
2070,2066.1,326.1
2550,2405.6,325.6
3019,4455.5,325.5
3091,3055.5,325.5
8232,8445.5,325.5
481,3325.0,325.0
3325,4275.0,325.0
1393,2284.8,324.8
2,2124.3,324.3
3113,2394.0,324.0
4881,3724.0,324.0
8226,1824.0,324.0
9789,1764.0,324.0
7404,2473.5,323.5
6204,1843.2,323.2
8256,1843.2,323.2
5006,3372.5,322.5
601,1881.6,321.6
2101,1881.6,321.6
2552,4821.6,321.6
1261,2451.0,321.0
7627,1881.0,321.0
3173,2570.5,320.5
917,3040.0,320.0
2731,3040.0,320.0
5362,3420.0,320.0
8280,1999.2,319.2
7621,2619.0,319.0
3296,18139.0,319.0
1670,3998.4,318.4
4781,2638.4,318.4
5956,2038.4,318.4
3724,2667.5,317.5
7513,1646.4,316.4
8349,2016.0,316.0
1469,2505.6,315.6
3999,2175.6,315.6
3911,1715.0,315.0
3375,1764.0,314.0
1882,2553.6,313.6
3944,5703.6,313.6
8889,5443.2,313.2
552,2172.8,312.8
2415,3562.5,312.5
9618,2592.0,312.0
7397,2531.7,311.7
5162,10631.2,311.2
3894,1920.8,310.8
3126,2150.4,310.4
9088,2160.0,310.0
7460,4539.6,309.6
6431,5529.0,309.0
8101,9878.4,308.4
6077,2707.2,307.2
339,2016.0,306.0
9144,9576.0,306.0
4413,1804.2,304.2
474,2744.0,304.0
7858,2254.0,304.0
6500,3802.4,302.4
174,2332.4,302.4
5036,1891.5,301.5
3462,1901.2,301.2
2511,4300.8,300.8
4230,2910.6,300.6
1253,4180.0,300.0
1506,5820.0,300.0
6480,2400.0,300.0
7164,1900.0,300.0
7473,7350.0,300.0
9163,1978.8,298.8
6757,1938.0,298.0
6575,2457.6,297.6
1626,3657.6,297.6
468,1697.5,297.5
1417,6317.5,297.5
6151,1697.5,297.5
9920,2597.0,297.0
1384,3087.0,297.0
2641,3336.8,296.8
7055,1746.0,296.0
1198,3715.2,295.2
9134,2744.0,294.0
9692,1793.4,293.4
5659,1843.0,293.0
3905,2172.8,292.8
5311,8812.8,292.8
2067,2182.5,292.5
6747,2992.5,292.5
193,1852.2,292.2
7698,2352.0,292.0
5577,2211.6,291.6
7953,3371.2,291.2
8509,1940.4,290.4
1212,2250.4,290.4
1834,4190.4,290.4
4991,2649.6,289.6
7956,1689.6,289.6
2521,2479.5,289.5
4726,1909.5,289.5
2862,1969.1,289.1
6514,1969.1,289.1
7398,4608.0,288.0
2541,2058.0,288.0
5495,1607.2,287.2
3859,3087.0,287.0
4720,6517.0,287.0
1191,2536.5,286.5
5842,1646.4,286.4
236,1785.6,285.6
8413,3645.6,285.6
7757,2085.5,285.5
7136,2415.3,285.3
7258,3704.4,284.4
8712,1814.4,284.4
4889,3254.4,284.4
3495,3234.0,284.0
7841,4484.0,284.0
8024,3234.0,284.0
6487,3763.2,283.2
1301,3283.2,283.2
387,1881.6,281.6
8878,1881.6,281.6
6128,1900.8,280.8
2814,3920.0,280.0
4060,1658.7,278.7
9237,1658.7,278.7
625,2038.4,278.4
1260,2038.4,278.4
6579,6857.9,277.9
8799,6127.5,277.5
751,1707.2,277.2
2877,6716.5,276.5
8285,4915.2,275.2
5620,2425.0,275.0
6673,1814.4,274.4
7682,3513.6,273.6
1275,1872.0,272.0
3810,2522.0,272.0
6025,4992.0,272.0
8244,6350.4,270.4
7326,1920.0,270.0
549,2160.0,270.0
3107,1710.0,270.0
4058,3120.0,270.0
2842,1529.5,269.5
450,1528.8,268.8
7003,1948.8,268.8
924,1968.0,268.0
4550,2508.0,268.0
778,1587.6,267.6
4608,1587.6,267.6
2747,2037.0,267.0
5663,4406.4,266.4
3731,4256.0,266.0
6285,2716.0,266.0
6640,10905.6,265.6
9064,4035.2,265.2
2441,1715.0,265.0
25,2964.0,264.0
4003,1824.0,264.0
4866,13824.0,264.0
7649,5184.0,264.0
996,1822.8,262.8
4043,2332.8,262.8
1316,1382.4,262.4
2740,1862.4,262.4
8449,1881.6,261.6
6534,1960.0,260.0
3313,2910.0,260.0
8128,1909.5,259.5
1954,6208.0,258.0
1414,2217.6,257.6
991,5557.5,257.5
3505,3456.0,256.0
8178,2256.0,256.0
233,1785.6,255.6
8872,2095.2,255.2
4284,3135.0,255.0
3995,1484.1,254.1
1864,3504.0,254.0
3092,2304.0,254.0
8119,2014.0,254.0
4350,3292.8,252.8
503,1552.0,252.0
658,1372.0,252.0
7650,13392.0,252.0
9877,3332.0,252.0
2538,1651.2,251.2
4209,7600.0,250.0
320,1629.6,249.6
3317,1649.0,249.0
3463,1928.5,248.5
4541,3258.5,248.5
5871,8578.5,248.5
2857,6208.0,248.0
3584,1568.0,248.0
1268,1687.8,247.8
8162,1687.8,247.8
541,2707.2,247.2
1761,1607.2,247.2
6047,1987.2,247.2
1541,1646.4,246.4
1404,1995.0,245.0
2651,1995.0,245.0
7448,1995.0,245.0
9451,1234.8,244.8
360,5044.0,244.0
2574,2544.0,244.0
5119,4233.6,243.6
4306,1843.0,243.0
6439,3802.4,242.4
6608,2822.4,242.4
8091,1852.2,242.2
6101,2522.0,242.0
4901,1881.6,241.6
6939,1881.6,241.6
7017,1681.5,241.5
2815,1891.5,241.5
5061,5011.2,241.2
2969,1470.0,240.0
3131,1940.0,240.0
5850,2280.0,240.0
6908,1960.0,240.0
4905,1949.7,239.7
17,3899.4,239.4
2360,1738.5,238.5
3835,1738.5,238.5
1899,1958.4,238.4
624,2688.0,238.0
2839,1358.0,238.0
3799,1497.6,237.6
8737,1587.6,237.6
8961,4037.5,237.5
978,5936.4,236.4
1464,5936.4,236.4
1041,2716.0,236.0
2281,4636.0,236.0
5826,1596.0,236.0
7451,1536.0,236.0
3631,1425.9,235.9
6855,1435.6,235.6
7949,2095.2,235.2
9980,5975.2,235.2
4979,4435.2,235.2
8013,3135.0,235.0
4671,3734.5,234.5
1317,2784.0,234.0
4751,2394.0,234.0
8411,2394.0,234.0
2369,3052.8,232.8
5355,1612.8,232.8
2414,1852.2,232.2
1872,1552.0,232.0
8108,1672.0,232.0
3695,1561.7,231.7
4648,1251.3,231.3
5378,2401.0,231.0
803,3110.4,230.4
2247,1940.4,230.4
6502,3110.4,230.4
6574,2150.4,230.4
3755,1680.0,230.0
4002,1680.0,230.0
4023,4080.0,230.0
3641,1209.6,229.6
3754,1629.6,229.6
4498,2469.6,229.6
2140,1309.5,229.5
3868,1309.5,229.5
4137,10728.2,228.2
1366,1368.0,228.0
2047,1728.0,228.0
2578,1938.0,228.0
2592,1728.0,228.0
2448,2327.5,227.5
5035,3277.5,227.5
8425,10427.5,227.5
206,1707.2,227.2
3560,1707.2,227.2
5647,2606.8,226.8
9250,6036.8,226.8
1376,3106.5,226.5
2057,10796.1,226.1
881,6076.0,226.0
3929,1176.0,226.0
6840,1776.0,226.0
7675,1746.0,226.0
6474,2505.6,225.6
248,7125.0,225.0
5726,7695.0,225.0
7301,2444.4,224.4
418,1824.0,224.0
5877,3024.0,224.0
9180,2023.5,223.5
7898,1833.3,223.3
1581,3283.2,223.2
2100,1901.2,221.2
6380,1421.0,221.0
9552,3340.8,220.8
8103,19750.5,220.5
2232,2570.5,220.5
1377,3420.0,220.0
4049,5820.0,220.0
6946,2470.0,220.0
2230,1299.8,219.8
3778,3939.6,219.6
5883,7689.6,219.6
2490,2419.2,219.2
7342,2038.4,218.4
8380,1478.4,218.4
8010,6468.0,218.0
2400,4277.7,217.7
1335,1097.6,217.6
4942,1097.6,217.6
5586,1567.5,217.5
2597,1716.9,216.9
110,1666.0,216.0
5765,2016.0,216.0
7099,2736.0,216.0
8370,2646.0,216.0
9770,1666.0,216.0
8097,1115.5,215.5
416,1215.2,215.2
1522,1234.8,214.8
7100,1234.8,214.8
2443,2534.4,214.4
9562,1264.2,214.2
9602,1164.0,214.0
4651,1164.0,214.0
7081,1353.6,213.6
9519,1293.6,213.6
1457,1323.0,213.0
128,1612.8,212.8
1936,1332.8,212.8
7917,1332.8,212.8
1565,1662.5,212.5
6102,10912.5,212.5
122,1352.4,212.4
190,3492.0,212.0
9042,1292.0,212.0
8498,1411.2,211.2
8614,1411.2,211.2
4030,1411.2,211.2
5849,1411.2,211.2
4735,1920.6,210.6
1525,1470.0,210.0
5988,1470.0,210.0
9485,7410.0,210.0
6175,1629.6,209.6
1375,4459.0,209.0
1878,1528.8,208.8
2911,1528.8,208.8
8273,1528.8,208.8
3777,2308.6,208.6
5361,1568.0,208.0
5996,2208.0,208.0
8144,2128.0,208.0
4507,2337.0,207.0
7368,2376.5,206.5
713,1646.4,206.4
7002,1406.0,206.0
7417,1555.2,205.2
8133,1555.2,205.2
8769,1125.2,205.2
2494,1455.0,205.0
5440,1144.6,204.6
5469,1734.6,204.6
8999,1814.4,204.4
6289,1164.0,204.0
258,3744.0,204.0
422,1164.0,204.0
1789,1344.0,204.0
1913,1764.0,204.0
5149,2394.0,204.0
224,1843.2,203.2
2898,3763.2,203.2
9374,2793.0,203.0
1221,2182.5,202.5
3210,3351.6,201.6
4182,1241.6,201.6
7541,1881.6,201.6
7689,1241.6,201.6
7048,1520.0,200.0
8179,1940.0,200.0
4201,1520.0,200.0
4250,2880.0,200.0
4164,1909.5,199.5
8890,1309.5,199.5
7409,1319.2,199.2
4435,2419.2,199.2
9727,1948.8,198.8
686,1368.0,198.0
950,23598.0,198.0
2297,1248.0,198.0
2583,2017.6,197.6
6517,2597.0,197.0
9395,1197.0,197.0
7281,4876.8,196.8
8909,1396.8,196.8
321,1396.8,196.8
7646,2536.5,196.5
9325,1156.4,196.4
9169,4256.0,196.0
6560,1995.0,195.0
6631,1995.0,195.0
6771,1995.0,195.0
7359,1455.0,195.0
1644,3675.0,195.0
2148,1455.0,195.0
4595,2565.0,195.0
4831,1455.0,195.0
2812,1094.4,194.4
9963,1474.4,194.4
9273,2394.0,194.0
5023,2263.8,193.8
1970,1113.6,193.6
5801,2273.6,193.6
438,2083.2,193.2
2587,1662.5,192.5
1246,4332.0,192.0
4852,2352.0,192.0
8925,5472.0,192.0
3083,1571.4,191.4
1181,8870.4,190.4
9013,960.4,190.4
283,4940.0,190.0
984,2940.0,190.0
2337,2919.7,189.7
925,1629.6,189.6
1534,1209.6,189.6
6647,1629.6,189.6
7238,999.6,189.6
8857,1209.6,189.6
1797,1029.0,189.0
4673,2508.8,188.8
7270,2508.8,188.8
9831,1228.8,188.8
3757,2688.0,188.0
3817,1568.0,188.0
6374,1087.8,187.8
6263,2987.6,187.6
214,2137.5,187.5
597,2137.5,187.5
3719,1187.5,187.5
73,6507.2,187.2
5063,1117.2,187.2
282,7536.9,186.9
636,1146.6,186.6
1410,1146.6,186.6
570,1296.0,186.0
3247,1536.0,186.0
3705,2646.0,186.0
4036,2166.0,186.0
4313,1746.0,186.0
8249,1406.0,186.0
4076,1305.6,185.6
6994,1795.5,185.5
7756,1795.5,185.5
9344,2185.0,185.0
664,2185.0,185.0
7265,1234.8,184.8
9557,1234.8,184.8
8124,4104.0,184.0
8795,2784.0,184.0
2407,784.0,184.0
2786,2304.0,184.0
7168,2073.6,183.6
9898,1353.6,183.6
9541,1303.4,183.4
2977,1303.4,183.4
3662,1083.0,183.0
8558,1323.0,183.0
7150,2822.7,182.7
9566,7672.7,182.7
9783,1282.5,182.5
354,16742.4,182.4
3679,1352.4,182.4
2618,1482.0,182.0
6728,882.0,182.0
